risk,reward,month,season,bat_start_hour,sin_hour,cos_hour,bat_landing_to_food_lag1,log1p_seconds_after_rat_arrival,log1p_hours_after_sunset,log1p_bat_start_hour,log1p_rat_start_hour,log1p_rat_end_hour,start_time_hour,sunset_time_hour,rat_period_start_hour,rat_period_end_hour,rat_activity_minutes,time_after_sunset_minutes,start_month,start_dayofweek,start_day_index,habit_category_neutral_response,habit_category_uncertain
0.9892121979293366,-1.157627540637592,0.17749228613653364,0.4337560718847716,-0.8464841425729657,0.80621202555724,-0.14517745937699608,-0.8635163182176303,-0.332662398618194,0.3076435271321311,-0.8403729078486843,-0.8177436837784497,-0.8475743458060236,-0.6935520387401284,0.4973312966291693,-0.6852967181944556,-0.6718584444477009,0.1294336765815707,-0.7193478637796442,-0.10003958327598009,1.3053481881188413,0.5243405830654817,0.7572178283627792,-0.08093341918275386
-1.0109054478839274,0.8638357026727485,0.17749228613653364,0.4337560718847716,1.0063582248948448,-3.4716666327962407,1.7765475556870336,-0.7176666687710391,0.31030835726719647,-3.500891697146477,1.081778283272699,1.0925357285666493,1.0768775202496048,1.2313919542779965,-2.783358258350057,1.2352477563992492,1.2360557963924277,-0.018959571128213174,1.4302627694283665,4.3993016743071145,-1.270702816687605,-3.086478003894548,0.7572178283627792,-0.08093341918275386
-1.0109054478839274,0.8638357026727485,0.17749228613653364,0.4337560718847716,1.4181009732210248,0.49160993755063126,0.5701058824743656,-0.26276704402605594,0.9836562061971929,-0.18742971698835093,1.2339766096776166,1.2437940327352588,1.2292580169625664,1.4078019159022992,0.45527117412943796,1.4115713715284637,1.4128107941814314,-0.018959571128213174,1.342177857744508,-0.10003958327598009,-0.24028241476502654,0.43698206886483587,0.7572178283627792,-0.08093341918275386
0.9892121979293366,-1.157627540637592,1.0387969588622394,0.4337560718847716,1.0063582248948448,-3.031902456419909,1.7590810371261265,-0.41440025227438365,-0.9458247556235887,-2.9056665895236855,1.081778283272699,1.0925357285666493,1.0768775202496048,-0.5707568693741922,-2.783358258350057,-0.5729336301219166,-0.555754671390218,0.1591123261235275,-0.3348233454674154,4.3993016743071145,-0.24028241476502654,-3.0282389944274506,0.7572178283627792,-0.08093341918275386
0.9892121979293366,-1.157627540637592,1.0387969588622394,0.4337560718847716,1.4181009732210248,0.3327817051834621,0.7219470011741981,-0.5660334605227114,-0.019362879391830734,-0.31809871633564946,1.2339766096776166,1.2437940327352588,1.2292580169625664,1.233121463705686,0.45527117412943796,1.2387050821860963,1.2343229042572414,-0.06347754544114834,1.1710898562047056,-0.10003958327598009,-0.24028241476502654,0.43698206886483587,0.7572178283627792,-0.08093341918275386
0.9892121979293366,-1.157627540637592,1.0387969588622394,0.4337560718847716,-0.7435484554914207,0.651490580194376,-0.6341271555009204,-0.8596299894168673,0.7590219803961442,0.5867559948285793,-0.5018988845087423,-0.4813601769104543,-0.5086951937202326,-0.6347487181986942,0.47630123537930813,-0.6282508427114741,-0.638933493879161,-0.07831687021212673,-0.6600599424539703,-0.10003958327598009,0.7901379871575521,0.49522107833193313,0.7572178283627792,-0.08093341918275386
-1.0109054478839274,0.8638357026727485,1.0387969588622394,0.4337560718847716,-0.6406127684098756,0.0394102161943443,-1.2065642997444361,-0.7176666687710391,0.9622308666484368,0.897141513708028,-0.2617477431198979,-0.24269228056321204,-0.26825660891175723,-0.9771915848811638,0.5183613578790349,-0.9705260956093622,-0.9785803523756779,-0.04863822067016995,-0.9988480643149649,0.4623780739219067,-1.270702816687605,0.582579592532579,0.7572178283627792,-0.08093341918275386
0.9892121979293366,-1.157627540637592,-1.545117059314878,-2.305443231387554,-0.6406127684098756,-1.618551345482482,-1.8362727126626783,-0.5660334605227114,-0.1248541450241469,1.2950595733787416,-0.2617477431198979,-0.24269228056321204,-0.26825660891175723,-0.7713799629861442,0.5604214803787753,-0.778644514439334,-0.7740990804236931,0.05523705272667877,-0.800657013026283,0.4623780739219067,0.2749277861962628,0.6699381067332248,0.7572178283627792,-0.08093341918275386
-1.0109054478839274,0.8638357026727485,0.17749228613653364,0.4337560718847716,-0.8464841425729657,0.8062295805327061,-0.14364691030678933,-0.7176666687710391,-0.4135713768741696,0.30672052073198114,-0.8403729078486843,-0.8177436837784497,-0.8475743458060236,-0.7973226044014827,0.4973312966291693,-0.8063031207341128,-0.8018253545866743,0.05523705272667877,-0.8209843003379427,-0.10003958327598009,1.3053481881188413,0.5243405830654817,0.7572178283627792,-0.08093341918275386
-1.0109054478839274,0.8638357026727485,0.17749228613653364,0.4337560718847716,-0.6406127684098756,0.14611729330531387,-1.1356898470864054,-0.862824025432882,-1.6621445184409176,0.8582896655430602,-0.2617477431198979,-0.24269228056321204,-0.26825660891175723,1.31440840680708,0.665571786628108,1.3147662494967383,1.315768834610998,-0.018959571128213174,1.2337656587489898,0.4623780739219067,-0.24028241476502654,0.8446551351345166,-1.320623950656514,-0.08093341918275386
